store;websites;attribute_set;type;categories;sku;name;meta_title;meta_description;image;image_label;small_image;thumbnail;url_key;url_path;ean;shipping_delay;price;special_price;special_from_date;special_to_date;cost;weight;eco_participation;status;visibility;tax_class_id;color;brand;supplier_name;size;essorage;capacite;decibels;classe_energetique;description;short_description;meta_keyword;news_from_date;news_to_date;qty;is_in_stock;stock_status_changed_automatically;product_name;small_image_label;thumbnail_label;dispo;nb_couverts
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Chauffage  - climatisation::1::1::1/Traitement de l'air::1::1::1/Déshumidificateur::1::1::1/Mobile::1::1::1";FND-MDK21;"Déshumidificateur mobile WOOD'S - MDK21";"Déshumidificateur mobile WOOD'S - MDK21 | Lacoop.fr";"Achetez Déshumidificateur mobile WOOD'S - MDK21 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/7332857500383_1_600.jpg;"Déshumidificateur mobile WOOD'S - MDK21 - Lacoop.fr";http://www.findis.fr/data/photos/300/7332857500383_1_300.jpg;http://www.findis.fr/data/photos/150/7332857500383_1_150.jpg;déshumidificateur-mobile-wood's-mdk21;déshumidificateur-mobile-wood's-mdk21.html;7332857500383;;311.16;;;;210.90;12.21;8.33;Activé;"Catalogue, Recherche";"Taxe Produits";;WOOD'S;FINDIS;;;;"46 dB";;"<h2>Détails produit</h2><h3>Description</h3><p>Déshumidificateur - Le déshumidificateur MDK21 de Wood’s est un déshumidificateur compact et pratique, idéal pour les salles de bains et autres petites pièces chauffées. Le MDK21 est équipé d’un panneau de contrôle facile à utiliser. Le MDK21 est fabriqué avec le nouveau gaz R290 plus écologique pour l’environnement et plus économique que les autres gaz HFC. Il est facile d’utilisation et peut se déplacer facilement. Le MDK21 de Wood’s est efficace pour supprimer les moisissures et les mauvaises odeurs. Il est silencieux et très économique en énergie - Compacts et simple d’utilisation - Hygrostat électronique - 2 vitesses de ventilation 145-170 m3/h et 195 m3/h en Position Sèche-linge - Reste en ventilation lorsque le taux d’hygrométrie est atteint - Mode ioniseur - Verrouillage sécurité enfant - Caractéristiques techniques : Surface max: 100 m² - Surface recommandée : 2-60 m² - Nombre de vitesses : 2 - Capacité à 30°C &amp; 80% d’humidité : 20 L/24 H - Capacité à 20°C &amp; 70% d’humidité : 10,5 L/24 H - Consommation à 30°C &amp; 80% d’humidité : 300 W - Consommation à 20°C &amp; 70% d’humidité : 240 W - Réservoir : 4 L - Niveau sonore : 46 db (A) - Type de gaz réfrigérant : R290 - Indice de protection : IP21 - Condition d’utilisation : 5-32° C - Coloris blanc.</p><h3>Caractéristiques</h3><p><br>Eligible TVA 10 : Non<br>Eligible TVA 5,5 : Non<br>Capacité de déshumidification : 20 L/24H<br>Surface traitée : 60 m2<br>Réservoir : 4 L<br>Agent réfrigérant : R290<br>Niveau sonore : 46 dB<br>Compatible Salle de bains : Oui<br>Le + produit : Gaz R290 écologique et performant !<br>Dimensions (LxHxP) : 34,6 x 59 x 24,2 cm<br>Poids net : 13.1 Kg</p>";"<p><strong>Déshumidificateur mobile WOOD'S - MDK21</strong></p><p>Gaz R290 �cologique et performant !</p><br>Volume sonore max. : 46 dB<br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Déshumidificateur mobile WOOD'S - MDK21";"Déshumidificateur mobile WOOD'S - MDK21 - Lacoop.fr";"Déshumidificateur mobile WOOD'S - MDK21 - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/Le lavage intégrable::1::1::1/Lave -vaisselle::1::1::1/Tout-intégrable::1::1::1";FND-WCIO3P23PEL;"Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL";"Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL | Lacoop.fr";"Achetez Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8003437204265_1_600.jpg;"Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL - Lacoop.fr";http://www.findis.fr/data/photos/300/8003437204265_1_300.jpg;http://www.findis.fr/data/photos/150/8003437204265_1_150.jpg;lave-vaisselle-tout-intégrable-whirlpool-wcio3p23pel;lave-vaisselle-tout-intégrable-whirlpool-wcio3p23pel.html;8003437204265;;617.90;;;;425.70;34.21;8.33;Activé;"Catalogue, Recherche";"Taxe Produits";;WHIRLPOOL;FINDIS;;;;"43 dB";A++;"<h2>Détails produit</h2><h3>Description</h3><p>Lave-vaisselle Tout intégrable - Programmateur 6ème Sens : programmateur intelligent qui permet d'économiser jusqu'à 50% d'eau, d'électricité et de temps ! Il s'adapte au degré de salissure de la vaisselle - 10 programmes dont 6ème Sens Auto 50-60°C et Antibactérien 65°C - Options Tablettes, Multizone, Turbo et PowerClean Pro : résultats de lavage remarquables grâce au 28 jets haute pression et aux 30% d'espace de rangement supplémentaire - Tiroir à couverts 4en1 flexible et amovible - Panier supérieur réglable en hauteur - Panier inférieur modulable - Moteur induction - Départ différé jusqu'à 12 heures - Voyant LED lumineux au sol pendant le cycle - Sécurité anti-débordement.</p><h3>Caractéristiques</h3><p><br>Description guide : Tout intégrable - 10 programmes dont 6ème Sens Auto 50-60°C - Options Tablettes, Multizone, Turbo et PowerClean Pro - Panier supérieur réglable en hauteur - Panier inférieur modulable - Moteur induction - Départ différé jusqu'à 12 heures.<br>Nombre de couverts : 15<br>Niveau sonore : 43 dB<br>Conso eau : 3080 L/an<br>Conso élec : 270 kWh/an<br>Tiroir à couverts : Oui<br>Matériau de la cuve : inox<br>Voyant de rinçage : Oui<br>Voyant de sel : Oui<br>Départ différé : jusqu'à 12 heures<br>Afficheur Temps Restant : non<br>Connecté : non<br>Label énergie : A++<br>Label lavage : A<br>Label séchage : A<br>Le + produit : Tiroir à couverts 4en1 flexible et amovible<br>Poids net : 35.5 Kg<br>Dimensions Encastrement (LxHxP) : 60 x 82/90 x 57 cm</p>";"<p><strong>Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL</strong></p><p>Tiroir � couverts 4en1 flexible et amovible</p><br>Volume sonore max. : 43 dB<br>Classe_energetique. : A++<br>Nombre de couverts. : 15<br>Voir les détails produit ci-dessous</p>";;;;2;1;1;"Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL";"Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL - Lacoop.fr";"Lave-vaisselle Tout-intégrable WHIRLPOOL - WCIO3P23PEL - Lacoop.fr";;15
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Chauffage  - climatisation::1::1::1/Insert  - foyer::1::1::1/Insert  - foyer à bois::1::1::1/Insert::1::1::1";FND-IF-800;"Insert - Foyer à bois insert LACUNZA - IF-800";"Insert - Foyer à bois insert LACUNZA - IF-800 | Lacoop.fr";"Achetez Insert - Foyer à bois insert LACUNZA - IF-800 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3000000123966_1_600.jpg;"Insert - Foyer à bois insert LACUNZA - IF-800 - Lacoop.fr";http://www.findis.fr/data/photos/300/3000000123966_1_300.jpg;http://www.findis.fr/data/photos/150/3000000123966_1_150.jpg;insert-foyer-à-bois-insert-lacunza-if-800;insert-foyer-à-bois-insert-lacunza-if-800.html;3000000123966;;1284.70;;;;899.65;68.28;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;LACUNZA;FINDIS;;;;;A;"<h2>Détails produit</h2><h3>Description</h3><p>Insert - Tout fonte - Corps de chauffe en fonte - Chicane pour améliorer le rendement - Porte vitrée - Cendrier - Equipé de 2 turbines avec variateur de vitesses - Raccordement dessus Ø 200 mm - Le prix indiqué comprend la TVA à 20%.</p><h3>Caractéristiques</h3><p><br>Description guide : Insert - Tout fonte - Chicane pour améliorer le rendement - Porte vitrée - Cendrier - Equipé de 2 turbines avec variateur de vitesses - Raccordement dessus Ø 200 mm.<br>Régulation : manuelle<br>Pour chauffer : 65 m2 (isolation faible)<br>Pour chauffer : 145 m2 (isolation performante)<br>Eligible TVA 10 : Non<br>Eligible TVA 5,5 : Oui<br>Puissance : 12 kW<br>Taille des bûches : 50 cm<br>Rendement énergétique : 71 %<br>Taux de CO dégagé : 0.17 %<br>Emission de poussières : 44 mg/Nm3<br>Indice I : 1.3<br>Index d'efficacité énergétique : 93.3<br>Label énergie : A<br>Flamme verte : non<br>Compatible RT 2012 : Non<br>Eligible au crédit d'impôt 2018 : Oui<br>Norme : NF EN 13229<br>Dimensions (LxHxP) : 79,4 x 51,8/58,4 x 46,3 cm<br>Poids net : 140 Kg</p>";"<p><strong>Insert - Foyer à bois insert LACUNZA - IF-800</strong></p><p>Convection naturelle</p><br>Classe_energetique. : A<br>Voir les détails produit ci-dessous</p>";;;;3;1;1;"Insert - Foyer à bois insert LACUNZA - IF-800";"Insert - Foyer à bois insert LACUNZA - IF-800 - Lacoop.fr";"Insert - Foyer à bois insert LACUNZA - IF-800 - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/La cuisson::1::1::1/Micro -ondes encastrable::1::1::1/Gril::1::1::1";FND-RMG28/1IN;"Micro-ondes encastrable gril ROSIERES - RMG28/1IN";"Micro-ondes encastrable gril ROSIERES - RMG28/1IN | Lacoop.fr";"Achetez Micro-ondes encastrable gril ROSIERES - RMG28/1IN à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8016361937864_1_600.jpg;"Micro-ondes encastrable gril ROSIERES - RMG28/1IN - Lacoop.fr";http://www.findis.fr/data/photos/300/8016361937864_1_300.jpg;http://www.findis.fr/data/photos/150/8016361937864_1_150.jpg;micro-ondes-encastrable-gril-rosieres-rmg28-1in;micro-ondes-encastrable-gril-rosieres-rmg28-1in.html;8016361937864;;334.58;;;;232.20;12.02;2.50;Activé;"Catalogue, Recherche";"Taxe Produits";;ROSIERES;FINDIS;;;"28 L";;;"<h2>Détails produit</h2><h3>Description</h3><p>Micro-ondes gril tout intégrable -6 niveaux de puissance - Commandes électroniques - 10 Menus Automatiques - Fonctions Décongélation Automatique  et Démarrage Exprès - Signal de fin de cuisson - Plateau tournant Ø 31,5 cm - Cavité inox - Sécurité enfants - Finition inox.</p><h3>Caractéristiques</h3><p><br>Description guide : 6 niveaux de puissance - Commandes électroniques - Fonction Décongélation Automatique - Plateau tournant Ø 31,5 cm - Cavité inox - Tout intégrable - Finition inox.<br>Hauteur de niche : 38 cm<br>Type : tout intégrable<br>Capacité : 28 L<br>Puissance Micro-ondes : 900 Watts<br>Niveaux de puissance : 6<br>Puissance gril : 1100 Watts<br>Chaleur tournante : non<br>Plateau tournant Ø : 31.5 cm<br>Cavité : inox<br>Programmation : Electronique<br>Plat croustilleur : non<br>Fonction vapeur : non<br>Accessoire vapeur : non<br>Connecté : non<br>Le + produit : 10 Menus automatiques<br>Coloris : inox<br>Dimensions Niche (LxHxP) : 56 x 38 x 38,5 cm<br>Dimensions Hors tout (LxHxP) : 59,5 x 38,8 x 38,9 cm<br>Poids net : 18 Kg</p>";"<p><strong>Micro-ondes encastrable gril ROSIERES - RMG28/1IN</strong></p><p>10 Menus automatiques</p><br>Capacité : 28 L<br>Voir les détails produit ci-dessous</p>";;;;1;1;1;"Micro-ondes encastrable gril ROSIERES - RMG28/1IN";"Micro-ondes encastrable gril ROSIERES - RMG28/1IN - Lacoop.fr";"Micro-ondes encastrable gril ROSIERES - RMG28/1IN - Lacoop.fr";;0
admin;base;Findis;simple;"Petit electromenager::1::1::1/Le petit déjeuner::1::1::1/Grille -pain::1::1::1/Multi-fente::1::1::1";FND-GP540A;"Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A";"Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A | Lacoop.fr";"Achetez Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3576160014616_1_600.jpg;"Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A - Lacoop.fr";http://www.findis.fr/data/photos/300/3576160014616_1_300.jpg;http://www.findis.fr/data/photos/150/3576160014616_1_150.jpg;grille-pain-multi-fente-riviera-&amp-bar-gp540a;grille-pain-multi-fente-riviera-&amp-bar-gp540a.html;3576160014616;;66.82;;;;46.58;1.03;0.25;Activé;"Catalogue, Recherche";"Taxe Produits";;"RIVIERA &amp; BAR";FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Grille-pain 2 fentes extra-longues 25 cm - Grillez toutes les sortes de pain quelle que soit leur taille - 2 fentes extra-longues (25 cm) et extra-larges avec auto-centrage pour griller facilement toutes les sortes de pains quelle que soit leur taille - Sélecteur de niveau de dorage 6 positions - Fonctions Baguettes, Décongélation et Réchauffage - Remontée extra-haute pour récupérer facilement les petites tranches - Tiroir ramasse-miettes - Arrêt automatique et manuel pour interrompre le dorage à tout moment - Boutons de commande rétroéclairés - Tiroir ramasse-miettes - Enrouleur de cordon - Pieds anti-dérapants - Coloris tout inox satiné - Puissance 1500 W - Garantie 2 ans.</p><h3>Caractéristiques</h3><p><br>Description guide : Thermostat 6 positions - Fonction réchauffage et décongélation - Remontée extra haute - Tiroir ramasse miette - Boutons rétroéclairés<br>Puissance : 1500 Watts<br>couleur : inox<br>Le + produit : Fentes exta-longues<br>Dimensions (LxHxP) : 18 x 21 x 39,5 cm</p>";"<p><strong>Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A</strong></p><p>Fentes exta-longues</p><br>Voir les détails produit ci-dessous</p>";;;;3;1;1;"Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A";"Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A - Lacoop.fr";"Grille-Pain multi-fente RIVIERA &amp; BAR - GP540A - Lacoop.fr";;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Vidéosurveillance::1::1::1/Connectique et accessoires::1::1::1/Connectique::1::1::1";FND-960101S03;"Connectique et Accessoires Connectique ELBAC - 960101S03";"Connectique et Accessoires Connectique ELBAC - 960101S03 | Lacoop.fr";"Achetez Connectique et Accessoires Connectique ELBAC - 960101S03 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/3179601013003_1_600.jpg;"Connectique et Accessoires Connectique ELBAC - 960101S03 - Lacoop.fr";http://www.findis.fr/data/photos/300/3179601013003_1_300.jpg;http://www.findis.fr/data/photos/150/3179601013003_1_150.jpg;connectique-et-accessoires-connectique-elbac-960101s03;connectique-et-accessoires-connectique-elbac-960101s03.html;3179601013003;;0.51;;;;0.36;1.09;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;ELBAC;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Connecteur DC mâle Ø5.5/Ø2.1 à utiliser pour alimenter vos caméras.</p><h3>Caractéristiques</h3><p></p>";"<p><strong>Connectique et Accessoires Connectique ELBAC - 960101S03</strong></p><p>Double chaleur tournante</p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Connectique et Accessoires Connectique ELBAC - 960101S03";"Connectique et Accessoires Connectique ELBAC - 960101S03 - Lacoop.fr";"Connectique et Accessoires Connectique ELBAC - 960101S03 - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/L'aspiration::1::1::1/Hotte::1::1::1/Décorative murale::1::1::1";FND-NK36M5070BM;"Hotte décorative murale SAMSUNG - NK36M5070BM";"Hotte décorative murale SAMSUNG - NK36M5070BM | Lacoop.fr";"Achetez Hotte décorative murale SAMSUNG - NK36M5070BM à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8806088787763_1_600.jpg;"Hotte décorative murale SAMSUNG - NK36M5070BM - Lacoop.fr";http://www.findis.fr/data/photos/300/8806088787763_1_300.jpg;http://www.findis.fr/data/photos/150/8806088787763_1_150.jpg;hotte-décorative-murale-samsung-nk36m5070bm;hotte-décorative-murale-samsung-nk36m5070bm.html;8806088787763;;396.99;;;;274.50;11.67;4.17;Activé;"Catalogue, Recherche";"Taxe Produits";;SAMSUNG;FINDIS;;;;"69 dB";B;"<h2>Détails produit</h2><h3>Description</h3><p>Hotte décorative - Largeur 90 cm - 4 vitesses dont Booster - Commandes sensitives avec affichage LED bleues - Minuteur - Voyants de saturation des filtres - 3 filtres à graisse métalliques - Filtre à charbon fourni (référence F00333/S) - Eclairage LED - Sortie Ø 150 mm - Finition carbone.</p><h3>Caractéristiques</h3><p><br>Description guide : 4 vitesses dont Booster - Commandes sensitives avec affichage LED bleues - Minuteur - Voyants de saturation des filtres - 3 filtres métalliques - Filtre à charbon de série - Eclairage LED - Sortie Ø 150 mm - Finition carbone.<br>Largeur : 90 cm<br>Débit : 713 m3/h<br>Niveau sonore : 69 dB<br>Filtre à charbon : fourni<br>Filtre à charbon : F00333/S<br>Connecté : non<br>Label énergie : B<br>Evacuation des vapeurs : B<br>Efficacité éclairage : A<br>Filtration des graisses : C<br>Le + produit : Design innovant et Premium<br>Coloris : noir<br>Cordon électrique : NC<br>Type de hotte : plat<br>Diamètre de la sortie d'air : 150 mm<br>Dimensions : L 90 x H 61,9/113,3 x P 46,7 cm<br>Lieu de fabrication : Pologne</p>";"<p><strong>Hotte décorative murale SAMSUNG - NK36M5070BM</strong></p><p>Design innovant et Premium</p><br>Volume sonore max. : 69 dB<br>Classe_energetique. : B<br>Voir les détails produit ci-dessous</p>";;;;1;1;1;"Hotte décorative murale SAMSUNG - NK36M5070BM";"Hotte décorative murale SAMSUNG - NK36M5070BM - Lacoop.fr";"Hotte décorative murale SAMSUNG - NK36M5070BM - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Le froid::1::1::1/Réfrigérateur::1::1::1/Mini-bar / camping::1::1::1";FND-ABM32-2;"Réfrigérateur mini-bar / camping SMEG - ABM32-2";"Réfrigérateur mini-bar / camping SMEG - ABM32-2 | Lacoop.fr";"Achetez Réfrigérateur mini-bar / camping SMEG - ABM32-2 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8017709232740_1_600.jpg;"Réfrigérateur mini-bar / camping SMEG - ABM32-2 - Lacoop.fr";http://www.findis.fr/data/photos/300/8017709232740_1_300.jpg;http://www.findis.fr/data/photos/150/8017709232740_1_150.jpg;réfrigérateur-mini-bar-camping-smeg-abm32-2;réfrigérateur-mini-bar-camping-smeg-abm32-2.html;8017709232740;;270.89;;;;182.70;44.39;8.33;Activé;"Catalogue, Recherche";"Taxe Produits";;SMEG;FINDIS;;;;;D;"<h2>Détails produit</h2><h3>Description</h3><p>Minibar intégrable ou pose-libre - Système à absorption très silencieux - Thermostat réglable - Dégivrage automatique - Clayette en verre réglable - Eclairage LED - Une ventilation adéquate (mini 200 cm2 de grille de ventilation) est nécessaire pour le bon fonctionnement.</p><h3>Caractéristiques</h3><p><br>Description guide : Technologie à absorption : aucun bruit, aucune vibration - Thermostat réglable - Dégivrage automatique - Clayette réglable - Eclairage LED.<br>Largeur : 40 cm<br>Hauteur : 49 cm<br>Volume net (total) : 24 L<br>Type de froid : absorption<br>Volume net (réf.) : 24 L<br>Volume net (cong.) : 0 L<br>Nombre de compresseurs : 1<br>Nombre de circuits : 1<br>Régulation : mécanique<br>Affichage T° : non<br>Alarme : non<br>Distributeur d'eau : non<br>Ouverture facile : Sans<br>Porte(s) réversible(s) : Oui<br>Niveau sonore : 0 dB<br>Conso élec : 273 kWh/an<br>Classe climatique : N<br>Connecté : non<br>Label énergie : D<br>Le + produit : Minibar intégrable<br>Dimensions (LxHxP) : 40 x 49 x 42 cm<br>Coloris : noir</p>";"<p><strong>Réfrigérateur mini-bar / camping SMEG - ABM32-2</strong></p><p>Minibar int�grable</p><br>Classe_energetique. : D<br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Réfrigérateur mini-bar / camping SMEG - ABM32-2";"Réfrigérateur mini-bar / camping SMEG - ABM32-2 - Lacoop.fr";"Réfrigérateur mini-bar / camping SMEG - ABM32-2 - Lacoop.fr";commande;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Câbles (prix au mètre)::1::1::1/Câbles coax tv::1::1::1";FND-DG11CU100;"Câbles Coax TV null CAVEL - DG11CU100";"Câbles Coax TV null CAVEL - DG11CU100 | Lacoop.fr";"Achetez Câbles Coax TV null CAVEL - DG11CU100 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8000023840104_1_600.jpg;"Câbles Coax TV null CAVEL - DG11CU100 - Lacoop.fr";http://www.findis.fr/data/photos/300/8000023840104_1_300.jpg;http://www.findis.fr/data/photos/150/8000023840104_1_150.jpg;câbles-coax-tv-null-cavel-dg11cu100;câbles-coax-tv-null-cavel-dg11cu100.html;8000023840104;;1.24;;;;0.87;0.00;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;CAVEL;FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Câble coaxial Noir type 11PRtC en bobine de 100m.</p><h3>Caractéristiques</h3><p><br>Type : 11<br>Couleur : Noir / Extérieur<br>Conditionnement : bobine<br>Livré par : 100 m</p>";"<p><strong>Câbles Coax TV null CAVEL - DG11CU100</strong></p><p>R�sistance amovible</p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Câbles Coax TV null CAVEL - DG11CU100";"Câbles Coax TV null CAVEL - DG11CU100 - Lacoop.fr";"Câbles Coax TV null CAVEL - DG11CU100 - Lacoop.fr";;0
admin;base;Findis;simple;"Entretien de la maison::1::1::1/Courant faible::1::1::1/Portier::1::1::1/Alimentation et accessoires::1::1::1/Alimentation::1::1::1/Secteur::1::1::1";FND-107420;"Alimentation Secteur CAPTIV URMET - 107420";"Alimentation Secteur CAPTIV URMET - 107420 | Lacoop.fr";"Achetez Alimentation Secteur CAPTIV URMET - 107420 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/8021156018451_1_600.jpg;"Alimentation Secteur CAPTIV URMET - 107420 - Lacoop.fr";http://www.findis.fr/data/photos/300/8021156018451_1_300.jpg;http://www.findis.fr/data/photos/150/8021156018451_1_150.jpg;alimentation-secteur-captiv-urmet-107420;alimentation-secteur-captiv-urmet-107420.html;8021156018451;;158.34;;;;110.88;0.00;0.00;Activé;"Catalogue, Recherche";"Taxe Produits";;"CAPTIV URMET";FINDIS;;;;;;"<h2>Détails produit</h2><h3>Description</h3><p>Alimentation portier vidéo BIBUS V.O.P. Alimentation pour 50 moniteurs Bibus VOP. Elle fournit la tension nécessaire à l’allumage des moniteurs sur appel d’une plaque vidéo uniquement. Elle alimente les caméras de la plaque principale et de la plaque secondaire, et assure la commutation entre ces 2 plaques. Distance maxi entre alimentation et moniteur : 200m, entre alimentation et plaque principale : 400m, entre alimentation et plaque secondaire : 200m. Amplificateur de signal vidéo intégré pour la plaque principale. Boîtier en ABS blanc pour fixation murale par vis et chevilles ou sur rail DIN. Boîtier sur rail DIN 12 modules. Dimensions (HxLxP) : 90 x 216 x 75mm.</p><h3>Caractéristiques</h3><p></p>";"<p><strong>Alimentation Secteur CAPTIV URMET - 107420</strong></p><p>Simple � utiliser !</p><br>Voir les détails produit ci-dessous</p>";;;;0;0;1;"Alimentation Secteur CAPTIV URMET - 107420";"Alimentation Secteur CAPTIV URMET - 107420 - Lacoop.fr";"Alimentation Secteur CAPTIV URMET - 107420 - Lacoop.fr";;0
admin;base;Findis;simple;"Electromenager::1::1::1/Encastrable::1::1::1/L'aspiration::1::1::1/Hotte::1::1::1/Décorative murale::1::1::1";FND-LC97BD532;"Hotte décorative murale SIEMENS - LC97BD532";"Hotte décorative murale SIEMENS - LC97BD532 | Lacoop.fr";"Achetez Hotte décorative murale SIEMENS - LC97BD532 à petit prix sur LaCoop.fr. Paiement 3x à partir de 300€.";http://www.findis.fr/data/photos/600/4242003650004_1_600.jpg;"Hotte décorative murale SIEMENS - LC97BD532 - Lacoop.fr";http://www.findis.fr/data/photos/300/4242003650004_1_300.jpg;http://www.findis.fr/data/photos/150/4242003650004_1_150.jpg;hotte-décorative-murale-siemens-lc97bd532;hotte-décorative-murale-siemens-lc97bd532.html;4242003650004;;493.38;;;;342.00;11.67;4.17;Activé;"Catalogue, Recherche";"Taxe Produits";;SIEMENS;FINDIS;;;;"55 dB";A+;"<h2>Détails produit</h2><h3>Description</h3><p>Hotte décorative - Ligne IQ300 - Largeur 90 cm - 5 vitesses dont 2 Intensives temporisées - Commandes TouchControl - Affichage digital - Ventilation automatique par intermittence pendant 10 minutes après utilisation - 3 filtres à graisse métalliques lavables au lave-vaisselle - Filtre à charbon en option (référence LZ53451) - En mode recyclage, vous devez impérativement monter le kit de recyclage (référence LZ53450) composé d'un filtre à charbon actif, d'un flexible, de colliers de serrage et d'un conduit d'aération - Moteur iQdrive : moteur induction basse consommation - Eclairage LED SoftLight avec intensité modulable - Sortie Ø 120/150 mm - Finition inox et verre noir.</p><h3>Caractéristiques</h3><p><br>Largeur : 90 cm<br>Débit : 860 m3/h<br>Niveau sonore : 55 dB<br>Conso élec : 33 kWh/an<br>Filtre à charbon : en option<br>Filtre à charbon : LZ53451<br>Kit de recyclage : LZ53450<br>Connecté : non<br>Label énergie : A+<br>Evacuation des vapeurs : A<br>Efficacité éclairage : A<br>Filtration des graisses : C<br>Le + produit : Commande TouchControl<br>Coloris : inox et verre<br>Cordon électrique : fourni (130 cm) avec fiche<br>Type de hotte : plat<br>Diamètre de la sortie d'air : 120 / 150 mm<br>Dimensions : L 90 x H 64,2/106,4 x P 50 cm<br>Lieu de fabrication : Allemagne</p>";"<p><strong>Hotte décorative murale SIEMENS - LC97BD532</strong></p><p>Commande TouchControl</p><br>Volume sonore max. : 55 dB<br>Classe_energetique. : A+<br>Voir les détails produit ci-dessous</p>";;;;99;1;1;"Hotte décorative murale SIEMENS - LC97BD532";"Hotte décorative murale SIEMENS - LC97BD532 - Lacoop.fr";"Hotte décorative murale SIEMENS - LC97BD532 - Lacoop.fr";commande;0
